*        66      32      22      0.0465  -1      1       32      0.0698
*        67      32      22      0.0290  -1      1       32      0.0435
*        68      32      22      0.0333  -1      1       32      0.0499
*        69      32      22      0.0175  -1      1       32      0.0263
*        70      32      22      0.0186  -1      1       32      0.0278
*        71      33      22      0.3342  -1      1       33      0.5013
*        72      33      22      0.0417  -1      1       33      0.0625
*        73      33      22      0.0469  -1      1       33      0.0703
*        74      33      22      0.0414  -1      1       33      0.0621
*        75      33      22      0.5359  -1      1       33      0.8038
*        76      34      22      0.1671  -1      1       34      0.2507
*        77      34      22      0.0445  -1      1       34      0.0667
*        78      34      22      0.0090  -1      1       34      0.0136
*        79      34      22      0.0549  -1      1       34      0.0823
*        80      34      22      0.2196  -1      1       34      0.3294
*        81      34      22      0.4217  -1      1       34      0.6325
*        82      34      22      0.0265  -1      1       34      0.0397
*        83      34      22      0.0567  -1      1       34      0.0850
*        84      35      22      0.4628  -1      1       35      0.6942
*        85      35      22      0.5372  -1      1       35      0.8058
*        86      36      22      0.0417  -1      1       36      0.0625
*        87      36      22      0.1783  -1      1       36      0.2675
*        88      36      22      0.4123  -1      1       36      0.6184
*        89      36      22      0.0188  -1      1       36      0.0282
*        90      36      22      0.0189  -1      1       36      0.0283
*        91      36      22      0.1818  -1      1       36      0.2726
*        92      36      22      0.0910  -1      1       36      0.1365
*        93      36      22      0.0264  -1      1       36      0.0396
*        94      36      22      0.0308  -1      1       36      0.0463
*        95      37      22      0.1222  -1      1       37      0.1833
*        96      37      22      0.0046  -1      1       37      0.0068
*        97      37      22      0.8600  -1      1       37      1.2900
*        98      37      22      0.0132  -1      1       37      0.0198
*        99      38      22      0.0503  -1      1       38      0.0755
*        100     38      22      0.1441  -1      1       38      0.2162
*        101     38      22      0.0363  -1      1       38      0.0544
*        102     38      22      0.0815  -1      1       38      0.1222
*        103     38      22      0.0620  -1      1       38      0.0931
*        104     38      22      0.0898  -1      1       38      0.1347
*        105     38      22      0.1786  -1      1       38      0.2679
*        106     38      22      0.1904  -1      1       38      0.2857
*        107     38      22      0.1669  -1      1       38      0.2504
*        108     39      22      0.0520  -1      1       39      0.0780
*        109     39      22      0.0446  -1      1       39      0.0669
*        110     39      22      0.0235  -1      1       39      0.0353
*        111     39      22      0.0176  -1      1       39      0.0264
*        112     39      22      0.0136  -1      1       39      0.0204
*        113     39      22      0.0196  -1      1       39      0.0294
*        114     39      22      0.0099  -1      1       39      0.0148
*        115     39      22      0.2378  -1      1       39      0.3566
*        116     39      22      0.5409  -1      1       39      0.8113
*        117     39      22      0.0406  -1      1       39      0.0609
*        118     39      22      0.0000  -1      1       39      0.0000
*        119     39      22      0.0000  -1      1       39      0.0000
*        120     40      22      0.0972  -1      1       40      0.1458
*        121     40      22      0.2824  -1      1       40      0.4236
*        122     40      22      0.0905  -1      1       40      0.1358
*        123     40      22      0.0891  -1      1       40      0.1337
*        124     40      22      0.4408  -1      1       40      0.6612
*        125     41      22      0.4499  -1      1       41      0.6749
*        126     41      22      0.1385  -1      1       41      0.2077
*        127     41      22      0.1662  -1      1       41      0.2493
*        128     41      22      0.2454  -1      1       41      0.3680
*        129     42      22      0.1961  -1      1       42      0.2941
*        130     42      22      0.2432  -1      1       42      0.3648
*        131     42      22      0.5607  -1      1       42      0.8411
*        132     42      22      0.3243  -1      1       42      0.4865
*        133     42      22      0.3243  -1      1       42      0.4865
C-------------------------------------------------------------------------------
C*******************************************************************************
C                      Elemental Pumping Specifications
C         (Skip if elemental pumping is not specified, ie, NSINK = 0)
C
C   ID       ; Element identification number corresponding to the pumping
C   ICOLSK   ; Element pumping - this number corresponds to the appropriate data 
C               column in the pumping data file (Unit 24)
C   ICFIRIGSK; Fraction of the pumping that is used for irrigation purposes -
C               this number corresponds to the appropriate data column in the 
C               irrigation fractions data file (Unit 27)
C   FRACSK   ; Relative proportion of the pumping in column ICOLSK to be applied
C               to element ID
C   FRACSKL  ; The distribution factor of pumping for each aquifer layer; i.e. for
C               layers 1 to NL 
C   IRGSK    ; Subregion number where the pumping is delivered to 
C               Enter 0, if pumping is exported to outside the model area
C               Enter -1, if the pumping is used in the same element
C   ICADJSK  ; Supply adjustment specification - this number corresponds to 
C               the data column in the supply adjustment specifications 
C               data file (Unit 12)
C   ICSKMAX  ; Maximum pumping amount - this number corresponds to the 
C               appropriate data column in the pumping data file (Unit 24)
C   FSKMAX   ; Fraction of data value specified in column ICSKMAX to be used as
C               maximum pumping amount
C             
C------------------------------------------------------------------------------------------------------------
C ID    ICOLSK  ICFIRIGSK       FRACSK  FRACSKL(1)      FRACSKL(2)      FRACSKL(3)      IRGSK   ICADJSK ICSKMAX FSKMAX                                                                          
C------------------------------------------------------------------------------------------------------------                                                                           
1       1       1      0       1.00000 0.00000 0.00000      -1      1       1       1
2       1       1      0.0057  0.33333 0.66666 0.00000      -1      1       1       1
3       1       1      0.0437  0.90909 0.09090 0.00000      -1      1       1       1
4       1       1      0.0124  1.00000 0.00000 0.00000      -1      1       1       1
5       1       1      0.006   0.85714 0.14285 0.00000      -1      1       1       1
6       1       1      0.0317  0.60000 0.40000 0.00000      -1      1       1       1
7       1       1      0.0237  0.66666 0.33333 0.00000      -1      1       1       1
8       1       1      0.0176  0.60000 0.35000 0.05000      -1      1       1       1
9       1       1      0.0639  0.83333 0.16666 0.00000      -1      1       1       1
10      1       1      0.0533  1.00000 0.00000 0.00000      -1      1       1       1
11      1       1      0.0011  1.00000 0.00000 0.00000      -1      1       1       1
12      1       1      0.0094  1.00000 0.00000 0.00000      -1      1       1       1
13      1       1      0.0096  1.00000 0.00000 0.00000      -1      1       1       1
14      1       1      0.0075  0.71428 0.28571 0.00000      -1      1       1       1
15      1       1      0.0675  0.92307 0.07692 0.00000      -1      1       1       1
16      1       1      0.0459  1.00000 0.00000 0.00000      -1      1       1       1
17      1       1      0       0.50000 0.50000 0.00000      -1      1       1       1
18      1       1      0.0058  0.50000 0.50000 0.00000      -1      1       1       1
19      1       1      0.0332  1.00000 0.00000 0.00000      -1      1       1       1
20      1       1      0.0207  0.85714 0.14285 0.00000      -1      1       1       1
21      1       1      0.013   1.00000 0.00000 0.00000      -1      1       1       1
22      1       1      0       1.00000 0.00000 0.00000      -1      1       1       1
23      1       1      0       0.00000 0.20000 0.80000      -1      1       1       1
24      1       1      0       0.00000 0.33333 0.66666      -1      1       1       1
25      1       1      0.0017  0.30769 0.69230 0.00000      -1      1       1       1
26      1       1      0.0033  1.00000 0.00000 0.00000      -1      1       1       1
27      1       1      0.0124  1.00000 0.00000 0.00000      -1      1       1       1
28      1       1      0.011   1.00000 0.00000 0.00000      -1      1       1       1
29      1       1      0.0049  1.00000 0.00000 0.00000      -1      1       1       1
30      1       1      0       1.00000 0.00000 0.00000      -1      1       1       1
31      1       1      0       0.33333 0.33333 0.33333      -1      1       1       1
32      1       1      0       0.50000 0.50000 0.00000      -1      1       1       1
33      1       1      0.0034  0.53846 0.46153 0.00000      -1      1       1       1
34      1       1      0.0092  1.00000 0.00000 0.00000      -1      1       1       1
35      1       1      0.0078  1.00000 0.00000 0.00000      -1      1       1       1
36      1       1      0.0061  1.00000 0.00000 0.00000      -1      1       1       1
37      1       1      0       1.00000 0.00000 0.00000      -1      1       1       1
38      1       1      0       0.00000 0.00000 1.00000      -1      1       1       1
39      1       1      0       0.00000 1.00000 0.00000      -1      1       1       1
40      1       1      0       0.40000 0.60000 0.00000      -1      1       1       1
41      1       1      0       0.33333 0.66666 0.00000      -1      1       1       1
42      1       1      0       1.00000 0.00000 0.00000      -1      1       1       1
43      1       1      0.0078  1.00000 0.00000 0.00000      -1      1       1       1
44      1       1      0       1.00000 0.00000 0.00000      -1      1       1       1
45      1       1      0       0.50000 0.00000 0.50000      -1      1       1       1
46      1       1      0       1.00000 0.00000 0.00000      -1      1       1       1
47      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
48      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
49      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
50      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
51      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
52      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
53      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
54      2       2      0       0.00000 0.00000 1.00000      -1      1       2       1
55      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
56      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
57      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
58      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
59      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
60      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
61      2       2      0       0.66666 0.00000 0.33333      -1      1       2       1
62      2       2      0.0005  0.64285 0.35714 0.00000      -1      1       2       1
63      2       2      0.0006  0.81818 0.18181 0.00000      -1      1       2       1
64      2       2      0.0014  0.91666 0.08333 0.00000      -1      1       2       1
65      2       2      0       0.75000 0.25000 0.00000      -1      1       2       1
66      2       2      0       0.25000 0.75000 0.00000      -1      1       2       1
67      2       2      0       0.77777 0.22222 0.00000      -1      1       2       1
68      2       2      0.0004  0.47368 0.42105 0.10526      -1      1       2       1
69      2       2      0.0068  0.68181 0.29545 0.02272      -1      1       2       1
70      2       2      0.0169  0.81012 0.15189 0.03797      -1      1       2       1
71      2       2      0.0167  0.83720 0.16279 0.00000      -1      1       2       1
72      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
73      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
74      2       2      0.0002  0.16666 0.41666 0.41666      -1      1       2       1
75      2       2      0.0008  0.35087 0.42105 0.22807      -1      1       2       1
76      2       2      0.0193  0.68965 0.31034 0.00000      -1      1       2       1
77      2       2      0.0094  0.96000 0.04000 0.00000      -1      1       2       1
78      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
79      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
80      2       2      0       0.66666 0.33333 0.00000      -1      1       2       1
81      2       2      0.0004  0.25000 0.25000 0.50000      -1      1       2       1
82      2       2      0.0096  0.28395 0.54321 0.17284      -1      1       2       1
83      2       2      0.0295  0.67543 0.28070 0.04386      -1      1       2       1
84      2       2      0.0103  0.82352 0.17647 0.00000      -1      1       2       1
85      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
86      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
87      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
88      2       2      0.0004  0.25000 0.68750 0.06250      -1      1       2       1
89      2       2      0.0054  0.68750 0.26785 0.04464      -1      1       2       1
90      2       2      0.0126  0.65882 0.28235 0.05882      -1      1       2       1
91      2       2      0.0151  0.90000 0.10000 0.00000      -1      1       2       1
92      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
93      2       2      0       0.33333 0.66666 0.00000      -1      1       2       1
94      2       2      0.001   0.14285 0.67857 0.17857      -1      1       2       1
95      2       2      0.0038  0.76595 0.19148 0.04255      -1      1       2       1
96      2       2      0.0111  0.67175 0.29771 0.03053      -1      1       2       1
97      2       2      0.0206  0.36764 0.55882 0.07352      -1      1       2       1
98      2       2      0       0.57142 0.35714 0.07142      -1      1       2       1
99      2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
100     2       2      0       0.66666 0.16666 0.16666      -1      1       2       1
101     2       2      0.0006  0.05882 0.35294 0.58823      -1      1       2       1
102     2       2      0.0038  0.38095 0.35714 0.26190      -1      1       2       1
103     2       2      0.0135  0.70454 0.26136 0.03409      -1      1       2       1
104     2       2      0.0482  0.57333 0.26666 0.16000      -1      1       2       1
105     2       2      0       0.27272 0.63636 0.09090      -1      1       2       1
106     2       2      0       0.66666 0.33333 0.00000      -1      1       2       1
107     2       2      0       0.28571 0.35714 0.35714      -1      1       2       1
108     2       2      0       0.11111 0.00000 0.88888      -1      1       2       1
109     2       2      0.0069  0.55172 0.34482 0.10344      -1      1       2       1
110     2       2      0.0195  0.67567 0.29729 0.02702      -1      1       2       1
111     2       2      0.0293  0.71831 0.25352 0.02816      -1      1       2       1
112     2       2      0.0239  0.74666 0.20000 0.05333      -1      1       2       1
113     2       2      0.0315  0.72058 0.22058 0.05882      -1      1       2       1
114     2       2      0.0491  0.45217 0.46956 0.07826      -1      1       2       1
115     2       2      0       0.31578 0.68421 0.00000      -1      1       2       1
116     2       2      0.0317  0.84042 0.15957 0.00000      -1      1       2       1
117     2       2      0.0302  0.54545 0.44697 0.00757      -1      1       2       1
118     2       2      0       0.88461 0.11538 0.00000      -1      1       2       1
119     2       2      0.0185  0.90243 0.09756 0.00000      -1      1       2       1
120     2       2      0.0083  0.95454 0.04545 0.00000      -1      1       2       1
121     2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
122     2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
123     2       2      0       0.61538 0.07692 0.30769      -1      1       2       1
124     3       3      0.0032  0.23684 0.18421 0.57894      -1      1       3       1
125     2       2      0.0041  0.61728 0.32098 0.06172      -1      1       2       1
126     2       2      0.0103  0.74149 0.25170 0.00680      -1      1       2       1
127     2       2      0.0442  0.52631 0.44736 0.02631      -1      1       2       1
128     2       2      0.0159  0.80000 0.20000 0.00000      -1      1       2       1
129     2       2      0.0066  0.68750 0.25000 0.06250      -1      1       2       1
130     4       4      0.0032  0.42857 0.57142 0.00000      -1      1       4       1
131     5       5      0.0101  0.70895 0.29104 0.00000      -1      1       5       1
132     5       5      0.0125  0.75757 0.24242 0.00000      -1      1       5       1
133     4       4      0.0039  0.44000 0.32000 0.24000      -1      1       4       1
134     5       5      0.0141  0.52554 0.46715 0.00729      -1      1       5       1
135     5       5      0.0093  0.79044 0.20955 0.00000      -1      1       5       1
136     5       5      0.0102  0.59210 0.38157 0.02631      -1      1       5       1
137     2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
138     2       2      0       1.00000 0.00000 0.00000      -1      1       2       1
139     3       3      0       1.00000 0.00000 0.00000      -1      1       3       1
140     3       3      0.0038  0.15254 0.30508 0.54237      -1      1       3       1
141     3       3      0.007   0.20895 0.43283 0.35820      -1      1       3       1
142     3       3      0.0066  0.55395 0.31654 0.12949      -1      1       3       1
143     3       3      0.0318  0.56521 0.38043 0.05434      -1      1       3       1
144     3       3      0.015   0.57692 0.34615 0.07692      -1      1       3       1
145     4       4      0.0079  0.62500 0.34375 0.03125      -1      1       4       1
146     4       4      0.0107  0.67567 0.32432 0.00000      -1      1       4       1
147     5       5      0.0153  0.27118 0.67796 0.05084      -1      1       5       1
148     5       5      0.0034  0.46666 0.53333 0.00000      -1      1       5       1
149     5       5      0.0088  0.19444 0.80555 0.00000      -1      1       5       1
150     5       5      0       0.29032 0.64516 0.06451      -1      1       5       1
151     5       5      0       1.00000 0.00000 0.00000      -1      1       5       1
152     5       5      0.0172  0.12500 0.81250 0.06250      -1      1       5       1
153     5       5      0       0.43750 0.31250 0.25000      -1      1       5       1
154     5       5      0       0.75000 0.12500 0.12500      -1      1       5       1
155     5       5      0       0.50000 0.30000 0.20000      -1      1       5       1
156     3       3      0.031   0.70588 0.17647 0.11764      -1      1       3       1
157     3       3      0.015   0.72727 0.09090 0.18181      -1      1       3       1
158     3       3      0.015   0.55555 0.40000 0.04444      -1      1       3       1
159     4       4      0.0121  0.00000 0.25000 0.75000      -1      1       4       1
160     5       5      0.0064  0.53333 0.46666 0.00000      -1      1       5       1
161     5       5      0.0077  0.16666 0.75000 0.08333      -1      1       5       1
162     5       5      0.0166  0.58823 0.23529 0.17647      -1      1       5       1
163     5       5      0.0068  0.85714 0.14285 0.00000      -1      1       5       1
164     5       5      0       0.66666 0.33333 0.00000      -1      1       5       1
165     5       5      0       0.76666 0.16666 0.06666      -1      1       5       1
166     3       3      0       1.00000 0.00000 0.00000      -1      1       3       1
167     3       3      0       1.00000 0.00000 0.00000      -1      1       3       1
168     3       3      0.0032  0.18604 0.34883 0.46511      -1      1       3       1
169     3       3      0.0312  0.54639 0.32989 0.12371      -1      1       3       1
170     3       3      0.015   0.45454 0.54545 0.00000      -1      1       3       1
171     3       3      0.015   0.73684 0.26315 0.00000      -1      1       3       1
172     3       3      0.023   0.66666 0.25641 0.07692      -1      1       3       1
173     4       4      0.0137  0.50000 0.50000 0.00000      -1      1       4       1
174     5       5      0.0164  0.47826 0.47826 0.04347      -1      1       5       1
175     5       5      0.015   0.53846 0.46153 0.00000      -1      1       5       1
176     5       5      0.015   0.76190 0.23809 0.00000      -1      1       5       1
177     5       5      0.015   0.94444 0.05555 0.00000      -1      1       5       1
178     5       5      0.0032  0.78787 0.21212 0.00000      -1      1       5       1
179     5       5      0       0.41509 0.41509 0.16981      -1      1       5       1
180     3       3      0       1.00000 0.00000 0.00000      -1      1       3       1
181     3       3      0       0.71428 0.14285 0.14285      -1      1       3       1
182     3       3      0.002   0.80000 0.10000 0.10000      -1      1       3       1
183     3       3      0.0015  0.52631 0.26315 0.21052      -1      1       3       1
184     3       3      0.015   0.40000 0.40000 0.20000      -1      1       3       1
185     3       3      0.015   0.80000 0.20000 0.00000      -1      1       3       1
186     3       3      0.0189  0.47368 0.42105 0.10526      -1      1       3       1
187     3       3      0.0149  0.80645 0.19354 0.00000      -1      1       3       1
188     4       4      0.0126  0.65591 0.31182 0.03225      -1      1       4       1
189     4       4      0.015   0.64285 0.32142 0.03571      -1      1       4       1
190     5       5      0.015   0.42857 0.42857 0.14285      -1      1       5       1
191     5       5      0.015   0.63636 0.31818 0.04545      -1      1       5       1
192     5       5      0.015   0.75000 0.20000 0.05000      -1      1       5       1
193     5       5      0.015   1.00000 0.00000 0.00000      -1      1       5       1
194     5       5      0.0039  0.87037 0.12037 0.00925      -1      1       5       1
195     5       5      0.0191  0.23287 0.64383 0.12328      -1      1       5       1
196     5       5      0.0035  0.64000 0.24000 0.12000      -1      1       5       1
197     3       3      0       1.00000 0.00000 0.00000      -1      1       3       1
198     3       3      0.015   0.50000 0.00000 0.50000      -1      1       3       1
199     3       3      0.015   1.00000 0.00000 0.00000      -1      1       3       1
200     3       3      0.0107  0.26923 0.61538 0.11538      -1      1       3       1
201     3       3      0.0111  0.47058 0.50000 0.02941      -1      1       3       1
202     3       3      0       1.00000 0.00000 0.00000      -1      1       3       1
203     3       3      0.015   1.00000 0.00000 0.00000      -1      1       3       1
204     3       3      0.015   1.00000 0.00000 0.00000      -1      1       3       1
205     3       3      0.015   0.31250 0.43750 0.25000      -1      1       3       1
206     3       3      0.0191  0.36363 0.54545 0.09090      -1      1       3       1
207     4       4      0.0178  0.71929 0.21052 0.07017      -1      1       4       1
208     4       4      0.021   0.50000 0.50000 0.00000      -1      1       4       1
209     5       5      0.019   0.22222 0.33333 0.44444      -1      1       5       1
210     5       5      0.015   0.69565 0.26087 0.04347      -1      1       5       1
211     5       5      0.015   0.94594 0.05405 0.00000      -1      1       5       1
212     5       5      0.015   0.42857 0.42857 0.14285      -1      1       5       1
213     5       5      0.0186  0.21428 0.78571 0.00000      -1      1       5       1
214     5       5      0.015   0.71428 0.14285 0.14285      -1      1       5       1
215     5       5      0.0034  0.80701 0.15789 0.03508      -1      1       5       1
216     5       5      0.0039  0.59090 0.38636 0.02272      -1      1       5       1
217     3       3      0       1.00000 0.00000 0.00000      -1      1       3       1
218     3       3      0.015   0.50000 0.50000 0.00000      -1      1       3       1
219     3       3      0.015   0.33333 0.00000 0.66666      -1      1       3       1
220     3       3      0       0.75000 0.25000 0.00000      -1      1       3       1
221     3       3      0.015   0.66666 0.33333 0.00000      -1      1       3       1
222     3       3      0.015   0.00000 0.25000 0.75000      -1      1       3       1
223     3       3      0.0144  0.00000 0.00000 1.00000      -1      1       3       1
224     4       4      0.0264  0.72916 0.22916 0.04166      -1      1       4       1
225     4       4      0.0222  0.57142 0.38095 0.04761      -1      1       4       1
226     4       4      0.015   0.60869 0.39130 0.00000      -1      1       4       1
227     5       5      0.015   0.50000 0.50000 0.00000      -1      1       5       1
228     5       5      0.015   0.30158 0.68254 0.01587      -1      1       5       1
229     5       5      0.015   0.79545 0.20454 0.00000      -1      1       5       1
230     5       5      0.0045  0.83333 0.16666 0.00000      -1      1       5       1
231     5       5      0.0039  0.75000 0.25000 0.00000      -1      1       5       1
232     5       5      0.0171  0.33333 0.55555 0.11111      -1      1       5       1
233     3       3      0.0058  1.00000 0.00000 0.00000      -1      1       3       1
234     3       3      0.015   0.75000 0.25000 0.00000      -1      1       3       1
235     3       3      0.0174  1.00000 0.00000 0.00000      -1      1       3       1
236     3       3      0.014   0.72727 0.00000 0.27272      -1      1       3       1
237     4       4      0.0225  0.56000 0.34000 0.10000      -1      1       4       1
238     4       4      0       0.66666 0.29166 0.04166      -1      1       4       1
239     4       4      0       0.75000 0.25000 0.00000      -1      1       4       1
240     5       5      0       0.38888 0.61111 0.00000      -1      1       5       1
241     3       3      0.015   1.00000 0.00000 0.00000      -1      1       3       1
242     3       3      0.015   0.66666 0.33333 0.00000      -1      1       3       1
243     3       3      0.0051  0.50000 0.50000 0.00000      -1      1       3       1
244     3       3      0.0176  0.33333 0.66666 0.00000      -1      1       3       1
245     4       4      0.0163  0.64705 0.32352 0.02941      -1      1       4       1
246     4       4      0.0087  0.68421 0.31578 0.00000      -1      1       4       1
247     4       4      0       0.73684 0.21052 0.05263      -1      1       4       1
248     5       5      0.015   0.33333 0.58333 0.08333      -1      1       5       1
249     5       5      0.0037  0.92000 0.08000 0.00000      -1      1       5       1
250     5       5      0.0032  0.91935 0.08064 0.00000      -1      1       5       1
251     5       5      0.0049  0.91111 0.06666 0.02222      -1      1       5       1
252     5       5      0.0042  0.65217 0.30434 0.04347      -1      1       5       1
253     3       3      0       0.37500 0.50000 0.12500      -1      1       3       1
254     3       3      0.0032  0.40000 0.35000 0.25000      -1      1       3       1
255     3       3      0.015   0.33333 0.33333 0.33333      -1      1       3       1
256     3       3      0.015   0.16000 0.76000 0.08000      -1      1       3       1
257     3       3      0.0136  0.25000 0.75000 0.00000      -1      1       3       1
258     4       4      0.012   0.12500 0.75000 0.12500      -1      1       4       1
259     4       4      0       0.33333 0.41666 0.25000      -1      1       4       1
